timestamp,VendorID,VendorCountry,VendorStateProvince,productId,product_name,categoryId,price,quantity
2025-10-09T09:33:50.388272,1969,USA,Texas,FS-FGA-G01,Madden NFL,SPORTS,58.84,3
2025-10-09T09:35:57.387599,6033,Italy,Lombardy,SF-BUD-G02,The Sims 5,SIMULATION,50.09,1
2025-10-09T09:37:06.391936,8902,Brazil,Brasília,WC-SH-G03,Manganiello Bros.,STRATEGY,29.82,1
2025-10-09T09:43:38.386652,3263,Canada,Ontario,SF-BUD-G02,The Sims 5,SIMULATION,53.39,3
2025-10-09T09:49:27.388129,8172,Australia,New South Wales,FS-FGA-G03,NBA 2K24,SPORTS,64.47,2
2025-10-09T09:49:35.391835,3964,Canada,Quebec,FS-FGA-G02,FIFA 24,SPORTS,62.2,3
2025-10-09T09:50:42.388814,7607,China,Guangdong,MB-AC-001,Gaming Headset,accessories,81.47,3
2025-10-09T09:54:01.381833,3002,Canada,British Columbia,MB-AC-003,Gaming Keyboard,accessories,140.88,2
2025-10-09T09:54:56.386579,5821,France,Aquitaine,FS-FGA-G03,NBA 2K24,SPORTS,59.25,1
2025-10-09T09:55:14.381216,8626,Brazil,Brasília,SF-BUD-G04,Flight Simulator,SIMULATION,54.56,3
2025-10-09T09:55:22.392905,3510,Canada,Quebec,MB-AG-G03,Call of Duty,ACTION,72.77,5
2025-10-09T09:55:45.389562,8476,Australia,Victoria,MB-AG-G04,Assassin's Creed,ACTION,51.26,2
2025-10-09T09:57:53.389399,7801,China,Guangdong,WC-SH-G01,Mediocre Kingdoms,STRATEGY,43.41,2
2025-10-09T09:58:12.382503,3016,Canada,British Columbia,MB-AC-001,Gaming Headset,accessories,74.35,3
2025-10-09T09:58:18.382395,2469,USA,California,FS-FGA-G02,FIFA 24,SPORTS,56.89,1
2025-10-09T09:59:33.388551,5533,France,Provence,MB-AG-G03,Call of Duty,ACTION,64.93,5
2025-10-09T10:00:29.393702,9693,South Africa,Western Cape,MB-AG-G03,Call of Duty,ACTION,75.11,5
2025-10-09T10:03:27.387222,1304,USA,New York,MB-AC-003,Gaming Keyboard,accessories,135.42,1
2025-10-09T10:04:07.385644,6118,Italy,Tuscany,FS-FGA-G01,Madden NFL,SPORTS,63.12,5
2025-10-09T10:05:42.393344,5786,France,Aquitaine,MB-AC-001,Gaming Headset,accessories,84.07,1
2025-10-09T10:05:50.382041,3234,Canada,British Columbia,MB-AC-003,Gaming Keyboard,accessories,136.97,1
2025-10-09T10:10:00.382567,7687,China,Beijing,SF-BUD-G04,Flight Simulator,SIMULATION,58.06,1
2025-10-09T10:12:01.383925,5994,France,Île-de-France,WC-SH-G04,Command & Conquer,STRATEGY,53.39,4
2025-10-09T10:17:36.382884,5521,France,Aquitaine,MB-AG-G02,Halo Infinite,ACTION,61.02,1
2025-10-09T10:23:12.381791,6069,Italy,Tuscany,WC-SH-G04,Command & Conquer,STRATEGY,46.09,1
2025-10-09T10:25:02.390504,6416,Italy,Tuscany,FS-FGA-G02,FIFA 24,SPORTS,57.68,4
2025-10-09T10:25:15.383378,2686,USA,New York,FS-FGA-G02,FIFA 24,SPORTS,61.46,5
2025-10-09T10:28:02.382541,7760,China,Shanghai,WC-SH-G02,World of Cheese,STRATEGY,23.03,5
2025-10-09T10:28:24.383649,6917,UK,England,FS-FGA-G02,FIFA 24,SPORTS,57.05,1
2025-10-09T10:29:44.381014,8110,Australia,Victoria,MB-AC-005,Mouse Pad,accessories,21.65,4
2025-10-09T10:30:29.385575,8967,Brazil,São Paulo,MB-AG-G03,Call of Duty,ACTION,74.2,5
2025-10-09T10:32:19.391871,6995,UK,Scotland,FS-FGA-G02,FIFA 24,SPORTS,60.36,1
2025-10-09T10:36:32.388852,4583,Mexico,Mexico City,FS-FGA-G01,Madden NFL,SPORTS,54.14,1
2025-10-09T10:37:31.387267,4810,Mexico,Nuevo León,WC-SH-G02,World of Cheese,STRATEGY,25.19,1
2025-10-09T10:40:49.386954,6989,UK,England,FS-FGA-G01,Madden NFL,SPORTS,59.13,1
2025-10-09T10:45:55.383778,4795,Mexico,Mexico City,MB-AC-003,Gaming Keyboard,accessories,121.37,1
2025-10-09T10:46:21.387324,7725,China,Beijing,WC-SH-G03,Manganiello Bros.,STRATEGY,28.39,2
2025-10-09T10:46:58.383574,4270,Mexico,Jalisco,MB-AC-002,Wireless Controller,accessories,60.68,5
2025-10-09T10:47:10.387725,3353,Canada,Alberta,MB-AC-004,Gaming Mouse,accessories,54.83,2
2025-10-09T10:51:13.388338,9357,South Africa,Western Cape,SF-BUD-G03,Cities: Skylines,SIMULATION,27.17,1
2025-10-09T10:52:04.391097,6985,UK,Scotland,SF-BUD-G02,The Sims 5,SIMULATION,47.57,5
2025-10-09T10:55:13.381358,5575,France,Île-de-France,MB-AG-G01,Shrek Soccer,ACTION,14.99,2
2025-10-09T10:56:04.387999,5765,France,Provence,SF-BUD-G04,Flight Simulator,SIMULATION,62.55,2
2025-10-09T10:57:50.382642,6797,UK,Wales,MB-AG-G03,Call of Duty,ACTION,69.29,1
2025-10-09T11:00:32.382134,8338,Australia,Queensland,MB-AG-G02,Halo Infinite,ACTION,57.48,5
2025-10-09T11:00:41.389033,4642,Mexico,Jalisco,SF-BUD-G03,Cities: Skylines,SIMULATION,31.5,1
2025-10-09T11:01:52.384106,7011,Japan,Kyoto,MB-AG-G02,Halo Infinite,ACTION,65.17,3
2025-10-09T11:02:55.386674,3922,Canada,Alberta,MB-AC-002,Wireless Controller,accessories,58.77,2
2025-10-09T11:03:03.382650,7870,China,Guangdong,MB-AC-001,Gaming Headset,accessories,86.64,1
2025-10-09T11:03:27.389206,7251,Japan,Kyoto,SF-BUD-G02,The Sims 5,SIMULATION,49.89,2
2025-10-09T11:04:13.391113,5744,France,Île-de-France,SF-BUD-G04,Flight Simulator,SIMULATION,65.52,2
2025-10-09T11:08:06.393678,5134,Germany,Bavaria,MB-AC-002,Wireless Controller,accessories,54.75,5
2025-10-09T11:08:24.391854,1312,USA,New York,MB-AC-002,Wireless Controller,accessories,56.83,2
2025-10-09T11:10:34.381164,6687,UK,Wales,MB-AG-G04,Assassin's Creed,ACTION,53.72,4
2025-10-09T11:11:59.385888,8726,Brazil,Rio de Janeiro,SF-BUD-G04,Flight Simulator,SIMULATION,63.09,3
2025-10-09T11:12:01.387440,6922,UK,Scotland,MB-AC-002,Wireless Controller,accessories,59.67,5
2025-10-09T11:13:07.386071,2028,USA,New York,FS-FGA-G03,NBA 2K24,SPORTS,54.59,1
2025-10-09T11:14:41.387464,7055,Japan,Tokyo,MB-AC-002,Wireless Controller,accessories,64.67,2
2025-10-09T11:15:20.393857,8215,Australia,Victoria,MB-AG-G01,Shrek Soccer,ACTION,14.12,1
2025-10-09T11:18:27.385430,6648,UK,England,SF-BUD-G02,The Sims 5,SIMULATION,50.91,5
2025-10-09T11:18:45.381386,9742,South Africa,Gauteng,MB-AC-002,Wireless Controller,accessories,58.75,1
2025-10-09T11:21:17.385484,8276,Australia,Victoria,MB-AG-G03,Call of Duty,ACTION,63.42,4
2025-10-09T11:22:36.387249,4722,Mexico,Nuevo León,MB-AG-G01,Shrek Soccer,ACTION,15.93,5
2025-10-09T11:24:30.386541,4382,Mexico,Mexico City,MB-AG-G01,Shrek Soccer,ACTION,16.23,3
2025-10-09T11:24:58.388456,7093,Japan,Tokyo,MB-AC-005,Mouse Pad,accessories,19.71,3
2025-10-09T11:25:07.381307,5805,France,Île-de-France,MB-AC-005,Mouse Pad,accessories,18.06,5
2025-10-09T11:30:19.381228,8406,Australia,Victoria,MB-AG-G01,Shrek Soccer,ACTION,14.71,1
2025-10-09T11:31:09.391788,7359,Japan,Kyoto,FS-FGA-G02,FIFA 24,SPORTS,64.48,5
2025-10-09T11:37:54.393201,8929,Brazil,São Paulo,MB-AC-003,Gaming Keyboard,accessories,139.34,5
2025-10-09T11:38:34.388913,8540,Brazil,Rio de Janeiro,MB-AG-G01,Shrek Soccer,ACTION,15.68,4
2025-10-09T11:42:52.381910,7466,Japan,Tokyo,FS-FGA-G01,Madden NFL,SPORTS,54.67,2
2025-10-09T11:43:41.387936,5082,Germany,Hamburg,FS-FGA-G03,NBA 2K24,SPORTS,64.07,4
2025-10-09T11:46:32.381139,8333,Australia,Victoria,MB-AG-G01,Shrek Soccer,ACTION,14.16,4
2025-10-09T11:50:54.392741,6849,UK,Scotland,MB-AC-005,Mouse Pad,accessories,21.85,3
2025-10-09T11:52:19.385746,5863,France,Île-de-France,MB-AG-G04,Assassin's Creed,ACTION,50.41,1
2025-10-09T11:53:23.381946,8318,Australia,Queensland,MB-AC-004,Gaming Mouse,accessories,46.5,4
2025-10-09T11:58:24.392513,5597,France,Île-de-France,SF-BUD-G02,The Sims 5,SIMULATION,46.08,1
2025-10-09T11:58:45.390441,8556,Brazil,Rio de Janeiro,FS-FGA-G01,Madden NFL,SPORTS,54.75,4
2025-10-09T11:59:55.391345,5037,Germany,Bavaria,MB-AC-003,Gaming Keyboard,accessories,128.8,1
2025-10-09T12:00:56.390756,7630,China,Shanghai,FS-FGA-G02,FIFA 24,SPORTS,57.67,2
2025-10-09T12:01:22.385113,9669,South Africa,Gauteng,MB-AG-G04,Assassin's Creed,ACTION,46.02,5
2025-10-09T12:05:44.391660,4380,Mexico,Jalisco,MB-AC-001,Gaming Headset,accessories,73.07,5
2025-10-09T12:06:03.381823,2977,USA,New York,SF-BUD-G04,Flight Simulator,SIMULATION,57.18,4
2025-10-09T12:08:42.389602,7326,Japan,Osaka,MB-AG-G03,Call of Duty,ACTION,65.75,5
2025-10-09T12:13:26.382648,6616,UK,Scotland,MB-AC-005,Mouse Pad,accessories,18.73,5
2025-10-09T12:13:35.386885,6225,Italy,Lazio,SF-BUD-G02,The Sims 5,SIMULATION,51.16,2
2025-10-09T12:15:08.392581,6507,UK,Scotland,MB-AC-003,Gaming Keyboard,accessories,128.0,1
2025-10-09T12:15:41.387744,9823,South Africa,Gauteng,MB-AC-003,Gaming Keyboard,accessories,125.57,4
2025-10-09T12:15:57.386719,7996,China,Guangdong,SF-BUD-G01,Grand Theft Scooter,SIMULATION,47.99,2
2025-10-09T12:16:41.391178,5335,Germany,Hamburg,WC-SH-G05,Total War: Warhammer,STRATEGY,57.02,1
2025-10-09T12:18:33.385532,8070,Australia,Victoria,MB-AC-001,Gaming Headset,accessories,83.29,4
2025-10-09T12:19:56.384574,1276,USA,New York,MB-AG-G02,Halo Infinite,ACTION,64.41,1
2025-10-09T12:20:07.391878,9891,South Africa,KwaZulu-Natal,MB-AC-004,Gaming Mouse,accessories,48.59,3
2025-10-09T12:20:17.392039,5581,France,Île-de-France,WC-SH-G03,Manganiello Bros.,STRATEGY,31.59,5
2025-10-09T12:20:20.389662,8182,Australia,Queensland,MB-AG-G01,Shrek Soccer,ACTION,13.74,5
2025-10-09T12:25:13.392536,6927,UK,Scotland,MB-AG-G02,Halo Infinite,ACTION,60.41,3
2025-10-09T12:26:39.381643,5556,France,Aquitaine,SF-BUD-G01,Grand Theft Scooter,SIMULATION,45.6,3
2025-10-09T12:28:17.382217,6835,UK,Scotland,SF-BUD-G02,The Sims 5,SIMULATION,49.24,1
2025-10-09T12:30:44.392873,8537,Brazil,Brasília,MB-AC-005,Mouse Pad,accessories,20.11,1
2025-10-09T12:30:51.387915,8637,Brazil,São Paulo,MB-AC-003,Gaming Keyboard,accessories,129.29,5
2025-10-09T12:35:29.391727,9016,South Africa,Western Cape,FS-FGA-G03,NBA 2K24,SPORTS,60.43,1
2025-10-09T12:37:02.384429,5518,France,Aquitaine,WC-SH-G03,Manganiello Bros.,STRATEGY,28.5,4
2025-10-09T12:38:34.388042,6683,UK,England,MB-AG-G04,Assassin's Creed,ACTION,45.52,5
2025-10-09T12:42:18.383197,5937,France,Provence,SF-BUD-G01,Grand Theft Scooter,SIMULATION,46.7,4
2025-10-09T12:44:21.389757,3585,Canada,Alberta,FS-FGA-G01,Madden NFL,SPORTS,58.91,1
2025-10-09T12:47:58.393681,5917,France,Provence,SF-BUD-G04,Flight Simulator,SIMULATION,54.56,2
2025-10-09T12:48:48.391800,8584,Brazil,Rio de Janeiro,SF-BUD-G01,Grand Theft Scooter,SIMULATION,48.77,3
2025-10-09T12:48:52.392837,7735,China,Shanghai,FS-FGA-G01,Madden NFL,SPORTS,61.75,4
2025-10-09T12:49:06.386902,7030,Japan,Osaka,WC-SH-G01,Mediocre Kingdoms,STRATEGY,39.12,4
2025-10-09T12:52:59.381988,9782,South Africa,Western Cape,WC-SH-G04,Command & Conquer,STRATEGY,48.08,5
2025-10-09T12:55:32.390202,5144,Germany,Bavaria,SF-BUD-G03,Cities: Skylines,SIMULATION,31.99,1
2025-10-09T12:55:59.392303,2579,USA,California,SF-BUD-G01,Grand Theft Scooter,SIMULATION,42.09,2
2025-10-09T12:58:25.387070,6376,Italy,Lombardy,FS-FGA-G02,FIFA 24,SPORTS,64.53,2
2025-10-09T13:06:57.385529,9845,South Africa,KwaZulu-Natal,FS-FGA-G01,Madden NFL,SPORTS,58.9,1
2025-10-09T13:07:22.387733,7969,China,Beijing,FS-FGA-G02,FIFA 24,SPORTS,59.68,4
2025-10-09T13:08:41.382653,6606,UK,England,WC-SH-G01,Mediocre Kingdoms,STRATEGY,39.51,1
2025-10-09T13:09:13.384711,3673,Canada,Quebec,SF-BUD-G03,Cities: Skylines,SIMULATION,30.17,2
2025-10-09T13:12:42.387346,9331,South Africa,Western Cape,SF-BUD-G04,Flight Simulator,SIMULATION,65.3,4
2025-10-09T13:13:38.383560,5580,France,Île-de-France,FS-FGA-G02,FIFA 24,SPORTS,62.04,3
2025-10-09T13:15:11.388562,3616,Canada,British Columbia,MB-AC-005,Mouse Pad,accessories,21.06,5
2025-10-09T13:17:34.390106,3883,Canada,British Columbia,MB-AC-001,Gaming Headset,accessories,82.88,1
2025-10-09T13:17:57.386049,7556,China,Beijing,SF-BUD-G03,Cities: Skylines,SIMULATION,29.91,2
2025-10-09T13:18:54.382022,7516,China,Beijing,FS-FGA-G03,NBA 2K24,SPORTS,55.31,2
2025-10-09T13:20:34.383223,6291,Italy,Tuscany,MB-AG-G02,Halo Infinite,ACTION,59.99,1
2025-10-09T13:21:22.385132,7379,Japan,Osaka,SF-BUD-G03,Cities: Skylines,SIMULATION,29.35,4
2025-10-09T13:25:05.390451,7165,Japan,Kyoto,MB-AG-G02,Halo Infinite,ACTION,61.09,1
2025-10-09T13:28:15.384651,9281,South Africa,Gauteng,FS-FGA-G03,NBA 2K24,SPORTS,55.71,5
2025-10-09T13:28:57.391958,8789,Brazil,Rio de Janeiro,SF-BUD-G04,Flight Simulator,SIMULATION,65.92,5
2025-10-09T13:30:10.386773,6154,Italy,Tuscany,MB-AG-G02,Halo Infinite,ACTION,55.58,4
2025-10-09T13:31:23.389948,5310,Germany,Bavaria,MB-AG-G02,Halo Infinite,ACTION,58.55,4
2025-10-09T13:33:36.381136,6187,Italy,Lombardy,FS-FGA-G02,FIFA 24,SPORTS,63.58,1
2025-10-09T13:34:08.393060,9094,South Africa,Western Cape,SF-BUD-G03,Cities: Skylines,SIMULATION,28.77,2
2025-10-09T13:36:05.385475,7311,Japan,Tokyo,WC-SH-G04,Command & Conquer,STRATEGY,45.02,5
2025-10-09T13:37:37.389578,5802,France,Provence,WC-SH-G03,Manganiello Bros.,STRATEGY,32.08,3
2025-10-09T13:38:28.385406,5913,France,Île-de-France,MB-AG-G03,Call of Duty,ACTION,68.67,1
2025-10-09T13:38:44.390523,6556,UK,England,WC-SH-G02,World of Cheese,STRATEGY,24.37,5
2025-10-09T13:39:28.388156,5783,France,Aquitaine,WC-SH-G03,Manganiello Bros.,STRATEGY,28.04,2
2025-10-09T13:40:17.392531,2000,USA,Texas,WC-SH-G04,Command & Conquer,STRATEGY,48.13,2
2025-10-09T13:41:45.381460,8894,Brazil,Brasília,MB-AG-G01,Shrek Soccer,ACTION,15.84,5
2025-10-09T13:44:11.391214,5044,Germany,Hamburg,FS-FGA-G03,NBA 2K24,SPORTS,64.92,2
2025-10-09T13:46:37.386301,5410,Germany,Hamburg,MB-AG-G02,Halo Infinite,ACTION,62.87,1
2025-10-09T13:47:31.381882,8262,Australia,New South Wales,MB-AC-005,Mouse Pad,accessories,18.22,1
2025-10-09T13:50:29.388090,7604,China,Shanghai,MB-AC-001,Gaming Headset,accessories,75.31,1
2025-10-09T13:51:08.392852,8880,Brazil,Rio de Janeiro,MB-AG-G03,Call of Duty,ACTION,64.56,4
2025-10-09T13:53:00.391559,7451,Japan,Kyoto,MB-AG-G01,Shrek Soccer,ACTION,14.59,2
2025-10-09T13:53:18.391553,7740,China,Guangdong,WC-SH-G01,Mediocre Kingdoms,STRATEGY,40.56,1
2025-10-09T13:53:29.387126,5463,Germany,Bavaria,WC-SH-G04,Command & Conquer,STRATEGY,47.06,5
2025-10-09T13:54:00.385743,6579,UK,England,MB-AC-005,Mouse Pad,accessories,21.29,2
2025-10-09T13:55:26.392044,6750,UK,Wales,WC-SH-G05,Total War: Warhammer,STRATEGY,63.61,4
2025-10-09T13:56:29.382230,7818,China,Shanghai,SF-BUD-G02,The Sims 5,SIMULATION,52.52,1
2025-10-09T13:56:53.390732,4840,Mexico,Nuevo León,FS-FGA-G02,FIFA 24,SPORTS,57.34,1
2025-10-09T13:56:58.389258,6452,Italy,Lazio,MB-AC-003,Gaming Keyboard,accessories,142.23,1
2025-10-09T13:57:31.391759,8993,Brazil,Rio de Janeiro,FS-FGA-G03,NBA 2K24,SPORTS,65.73,5
2025-10-09T13:57:43.381684,2232,USA,California,FS-FGA-G01,Madden NFL,SPORTS,65.06,1
